order_code	customer	order_date	order_status	customer_po	line_index	line_kind	myob_row_id	myob_line_type	myob_item_number	myob_item_name	description	quantity	quantity_unit	quantity_type	unit_price	line_total	myob_sales_unit	requires_job_sheet	myob_item_uid	myob_order_uid
EP61095	BEEHIVE VINYL PRODUCTS	2026-05-04	confirmed	23989	3	resell	3592	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	dcbbdb1a-a18e-4454-862e-0474827247be
EP61096	MICHAEL BURGESS	2026-05-04	confirmed		1	resell	3606	Transaction	- CARTON	Use for Quotes	QPB07 LD NATURAL POLYBAG 455MM X 685MM X 150UM 200/CTN $/CTN	1	cartons	units	101	101	CTN	0	3e5982e7-70ea-46df-add9-a71624880db9	1a7bce59-e3d6-48a9-b224-0378af237c39
EP61096	MICHAEL BURGESS	2026-05-04	confirmed		3	resell	3602	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	1a7bce59-e3d6-48a9-b224-0378af237c39
EP61097	BAMBI ENTERPRISES PTY LTD	2026-05-04	confirmed	EMAIL SHELLEY 27.03.26	0	resell	3613	Transaction	- KG	Use for Quotes	L/D NATURAL POLY TUBE 1960MM X 173M X 40UM 25KG ROLL $/KG	250	kg	kg	5.12	1280	KG	0	cd890873-845b-46e9-9819-6b689d48b3a8	bc9dc0ed-6bbc-4b4a-a5dd-e78e4bb0ddcf
EP61097	BAMBI ENTERPRISES PTY LTD	2026-05-04	confirmed	EMAIL SHELLEY 27.03.26	2	resell	3611	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	bc9dc0ed-6bbc-4b4a-a5dd-e78e4bb0ddcf
EP61098-341B9A	HYQUAL	2026-05-04	confirmed	PO-09053	1	myob_import	3629	Transaction	- ROLLS	Used for Quotes	PS4 200 -S1220100WH 200M - CODE PS4: L/D WHITE SHEET 1220MM (4FT) X 200M X 100UM  $PER ROLL	20	rolls	total_rolls	76.44	1528.8	ROLL	1	c305b11b-562f-4584-b934-9d562f97f458	341b9aa3-c7dd-4810-beaf-a6d7b035a25b
EP61098-341B9A	HYQUAL	2026-05-04	confirmed	PO-09053	3	myob_import	3631	Transaction	- ROLLS	Used for Quotes	PS3 200 -S915100WH 200M - CODE PS3: L/D WHITE SHEET 915MM(3FT) X 200M X 100UM  $PER ROLL	20	rolls	total_rolls	82.11	1642.2	ROLL	1	c305b11b-562f-4584-b934-9d562f97f458	341b9aa3-c7dd-4810-beaf-a6d7b035a25b
EP61098-341B9A	HYQUAL	2026-05-04	confirmed	PO-09053	5	myob_import	3625	Transaction	- ROLLS	Used for Quotes	BBHS ROLL - PBR10002400200 (25/RL) - L/D NATURAL POLYBAG on ROLL 1000MM X 2400MM X 200UM  25/ROLL  $PER ROLL	10	rolls	total_rolls	113.4	1134	ROLL	1	c305b11b-562f-4584-b934-9d562f97f458	341b9aa3-c7dd-4810-beaf-a6d7b035a25b
EP61098-341B9A	HYQUAL	2026-05-04	confirmed	PO-09053	7	resell	3627	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	341b9aa3-c7dd-4810-beaf-a6d7b035a25b
EP61099-3461FB	McCormick Upholstery	2026-05-04	dispatched	PO- 1278	0	myob_import	7250	Transaction	- ROLLS	Used for Quotes	L/D NATURAL CENTREFOLD ON ROLL1250MM X (2500) X 270MTS X 35UM $/ROLL	10	rolls	total_rolls	176.81	1768.1	ROLL	1	c305b11b-562f-4584-b934-9d562f97f458	3461fb09-1148-485e-abb8-f35e6bb51c48
EP61099-3461FB	McCormick Upholstery	2026-05-04	dispatched	PO- 1278	2	resell	7252	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	3461fb09-1148-485e-abb8-f35e6bb51c48
EP61100-E4D520	MAYFAIR RESIDENCES CTS3123	2026-05-04	dispatched	PHONE SAM	0	myob_import	7124	Transaction	- ROLLS	Used for Quotes	NATURAL PALLET BAGS / SHRINK FILM (1220+1220) X 1850 X 150UM ; 25/ROLL	4	rolls	total_rolls	91	364	ROLL	1	c305b11b-562f-4584-b934-9d562f97f458	e4d520a2-52b9-4d30-ae1d-f6f6790fe4d7
EP61100-E4D520	MAYFAIR RESIDENCES CTS3123	2026-05-04	dispatched	PHONE SAM	2	resell	7126	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	e4d520a2-52b9-4d30-ae1d-f6f6790fe4d7
EP61101	MATER MISERICORD LTD (T)	2026-05-04	confirmed	MPO0384323	1	resell	3658	Transaction	- CARTON	Use for Quotes	YCW75515: 75L YELLOW CLINICAL WASTE BAG (750+430)MM X 1500MM X 50UM 100/ROLL $PER ROLL	1	cartons	units	249.9	249.9	CTN	0	3e5982e7-70ea-46df-add9-a71624880db9	f8adba76-fb44-48a7-844e-01d4923e67ce
EP61101	MATER MISERICORD LTD (T)	2026-05-04	confirmed	MPO0384323	3	myob_import	3654	Transaction	- CTN	Use for Quotes	CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON PRICE PER CARTON	9	cartons	units	33.88	304.92	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	f8adba76-fb44-48a7-844e-01d4923e67ce
EP61102	MATER MISERICORD LTD (T)	2026-05-04	confirmed	MPO0384814	1	myob_import	3671	Transaction	- CTN	Use for Quotes	YCW75515: 75L YELLOW CLINICAL WASTE BAG (750+430)MM X 1500MM X 50UM 100/ROLL $PER ROLL	1	cartons	units	249.9	249.9	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	fd31afd2-e3ff-48bd-8c12-6a4638c4a374
EP61102	MATER MISERICORD LTD (T)	2026-05-04	confirmed	MPO0384814	3	myob_import	3669	Transaction	- CTN	Use for Quotes	L/D LILAC CYTOTOXIC POLY BAG 640 GUSSET X 900 X 75UM 200/CTN $/CTN	1	cartons	units	86.5	86.5	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	fd31afd2-e3ff-48bd-8c12-6a4638c4a374
EP61102	MATER MISERICORD LTD (T)	2026-05-04	confirmed	MPO0384814	5	myob_import	3667	Transaction	- CTN	Use for Quotes	CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM 250 BAGS PER CARTON PRICE PER CARTON	4	cartons	units	61.25	245	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	fd31afd2-e3ff-48bd-8c12-6a4638c4a374
EP61103-0CB798	PROTECTIVE PLASTICS	2026-05-04	confirmed	00008720	1	resell	3682	Transaction	- KG	Use for Quotes	L/D NATURAL POLYTUBE 200MM X 75UM ; 25kg/ROLL; $PER kilogram	200	kg	kg	5	1000	KG	0	cd890873-845b-46e9-9819-6b689d48b3a8	0cb7980b-118e-49f8-8ce3-6fc63111ad08
EP61103-0CB798	PROTECTIVE PLASTICS	2026-05-04	confirmed	00008720	3	resell	3678	Transaction	- KG	Use for Quotes	L/D NATURAL POLYTUBE 350MM  X 75UM ; 25kg/ROLL; $PER kilogram	200	kg	kg	5	1000	KG	0	cd890873-845b-46e9-9819-6b689d48b3a8	0cb7980b-118e-49f8-8ce3-6fc63111ad08
EP61104	BLACKWOODS	2026-05-04	confirmed	AMX23394ST	0	myob_import	3686	Transaction	- CTN	Use for Quotes	LD NATURAL POLY BAG 305MM(W) X 455MM(L) X 100UM 500/CTN $/CTN	2	cartons	units	87.5	175	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	8d62c48b-b52e-485c-ab3e-28ab38cd0840
EP61105	BLACKWOODS	2026-05-04	confirmed	P260008470	0	myob_import	3690	Transaction	- CTN	Use for Quotes	PB400600150 QPB05 -IMP - QPB05:  IMP - LD NATURAL POLYBAG 400MM X 600MM X 150UM 250/CTN $/CTN	1	cartons	units	86.95	86.95	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	4739d9cc-07da-46c3-b20d-313aebd7de3c
EP61106-55FD73	BLACKWOODS	2026-05-04	confirmed	P260007630	1	myob_import	3700	Transaction	- CTN	Use for Quotes	PB455685150 QPB07 - QPB07  LD NATURAL POLYBAG 455MM X 685MM X 150UM  200/CTN  $/CTN (UOM = CTN)	40	cartons	units	79	3160	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	55fd73fd-d2bb-40e8-acd7-81b99077cfe3
EP61106-55FD73	BLACKWOODS	2026-05-04	confirmed	P260007630	3	myob_import	3696	Transaction	- CTN	Use for Quotes	PB405610100 QPB08 - QPB08:  LD NATURAL POLY BAG 405MM (W) X 610MM (L) X 100UM  300/CTN  $/CTN	32	cartons	units	69.9	2236.8	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	55fd73fd-d2bb-40e8-acd7-81b99077cfe3
EP61107	BLACKWOODS	2026-05-04	confirmed	P260008435	1	myob_import	3710	Transaction	- CTN	Use for Quotes	PB455685150 QPB07 - QPB07  LD NATURAL POLYBAG 455MM X 685MM X 150UM  200/CTN  $/CTN	38	cartons	units	2.078947	79	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	3edce73f-3595-4d84-b467-dd80724cb3e4
EP61107	BLACKWOODS	2026-05-04	confirmed	P260008435	3	myob_import	3706	Transaction	- CTN	Use for Quotes	PB400600150 QPB05 - QPB05:  LD NATURAL POLYBAG 400MM (W) X 600MM (L) X 150UM  250/CTN $/CTN	4	cartons	units	21.7375	86.95	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	3edce73f-3595-4d84-b467-dd80724cb3e4
EP61108-31AF1C	BLACKWOODS	2026-05-04	confirmed	SMX15685ST	0	myob_import	3714	Transaction	- CTN	Use for Quotes	PB255356100 - LD NATURAL POLY BAG 255MM X 356MM X 100UM;250/CTN;$/CTN	32	cartons	units	29.5	944	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	31af1ccf-1b96-4669-bbb4-5a519871e8f5
EP61109-B03EE3	WIDE BAY HOSPITAL AND HEALTH SERVICE	2026-05-04	confirmed	4305508666	0	myob_import	3721	Transaction	- CTN	Use for Quotes	PB305455100 - LD NATURAL POLY BAG 305MM(W) X 455MM(L) X 100UM  500/CTN  $/1000	1	cartons	units	98	98	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	b03ee310-2b92-433c-813c-c039df78f632
EP61109-B03EE3	WIDE BAY HOSPITAL AND HEALTH SERVICE	2026-05-04	confirmed	4305508666	2	resell	3719	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	b03ee310-2b92-433c-813c-c039df78f632
EP61110-C6ED30	GOLD COAST HOSPITAL AND HEALTH SERVICE	2026-05-04	dispatched	4305516868	1	myob_import	7278	Transaction	- CTN	Use for Quotes	PB305455100 - LD NATURAL POLY BAG 305MM(W) X 455MM(L) X 100UM  500/CTN  $/1000	1	cartons	units	98	98	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	c6ed304f-6142-4fd3-ab11-5dbd0864e2e6
EP61110-C6ED30	GOLD COAST HOSPITAL AND HEALTH SERVICE	2026-05-04	dispatched	4305516868	3	resell	7280	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	c6ed304f-6142-4fd3-ab11-5dbd0864e2e6
EP61111	CALVARY BRUCE PRIVATE HOSPITAL	2026-05-04	confirmed	BPR0006999	0	myob_import	3739	Transaction	- CTN	Use for Quotes	PB450G60030VP L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 450 GUSSETT (300+150) X 600 X 30UM; 250/CTN	3	cartons	units	44.95	134.85	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	9ce132af-a8e9-47a3-9606-6ee8b99dd699
EP61111	CALVARY BRUCE PRIVATE HOSPITAL	2026-05-04	confirmed	BPR0006999	2	resell	3737	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	9ce132af-a8e9-47a3-9606-6ee8b99dd699
EP60994	AZAC PACKAGING PTY LTD	2026-05-01	dispatched	3151	0	resell	7330	Transaction	PBR(750+570)140020	azac pkg	MDPE NATURAL POLY BAGS ON A ROLL (750mm W + 570mm S/G) X 1400 L X 20um 200/ROLL  25 rolls per pallet 2 PALLETS batch no - 468	62	rolls	total_rolls	68.5	4247	ROLL	0	8160caa1-80a0-4118-9032-d877f94bb5bd	62be2c4c-fe5c-4370-836d-01319dc6f485
EP60996	AZAC PACKAGING PTY LTD	2026-05-01	dispatched	3152	0	resell	5855	Transaction	PBR(1220+1220)2300100BKUV	azac pkg	Bag On Roll, Shrink Bag - Pallet Black 1220 x 1220 x 2300mm x 100um +2% UV (25/Roll) 2 way shrink  30 rolls per pallet 30 rolls per pallet   2 pallets total  batch no - 469	60	rolls	total_rolls	155.5	9330	ROLL	0	cc6e063c-a866-4349-8d5f-01a2578ba110	80d22b10-9ef8-4fb4-9765-1984972db935
EP61083	FRIENDLY SOCIETY PRIVATE	2026-05-01	dispatched	5072349	0	myob_import	7119	Transaction	- CTN	Use for Quotes	 PB770G100030 - CL7720 - NATURAL LINER 75L  770GUSSET X 1000MM X 30UM  250/CTN  $PER CTN (UOM = CTN)	45	cartons	units	63	2835	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	f7e9ace8-c661-443a-9a22-473684f3d6ab
EP61083	FRIENDLY SOCIETY PRIVATE	2026-05-01	dispatched	5072349	4	resell	7117	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	f7e9ace8-c661-443a-9a22-473684f3d6ab
EP61084	FRIENDLY SOCIETY PRIVATE	2026-05-01	confirmed	5072349	0	myob_import	3529	Transaction	- CTN	Use for Quotes	PB1180G150070PCYTO - CYTO240 M/D LILAC POLY BAG PRINTED 'CYTOTOXIC WASTE'; 1180 GUSSETT (750+430) X 1500MM X 70UM; 100/CTN; $/CTN; (UOM = CTN)	2	cartons	units	107.5	215	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	140d9066-a982-477c-a7f1-81aa4ff2aed1
EP61084	FRIENDLY SOCIETY PRIVATE	2026-05-01	confirmed	5072349	1	myob_import	3528	Transaction	- CTN	Use for Quotes	PB770G95060YP (250) - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN(UOM = CTN)	8	cartons	units	65	520	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	140d9066-a982-477c-a7f1-81aa4ff2aed1
EP61069	IPLEX PIPELINES AUSTRALIA PTY LIMITED	2026-04-30	dispatched	331184	0	myob_import	3367	Transaction	SLR11006600190BLUE	IPLEX - BLUE	[removed in MYOB] [removed in MYOB] [removed in MYOB] PRODUCT CODE - C3092.45BFW POLY SLEEVES P.O.R LD/LLD INC UV PTD - 1 COL X 1 SIDE - RANDOM REPEAT BLUE  (DN450-500) 1100mm X 6100mm X 190um 10 SHEETS PER ROLL	0	rolls	total_rolls	215	0	ROLL	1	fa7f9a31-1636-46a2-b3c1-8caa7013ed6c	4588b0c8-1267-4781-ba52-d77b806d7457
EP61069	IPLEX PIPELINES AUSTRALIA PTY LIMITED	2026-04-30	dispatched	331184	1	myob_import	3366	Transaction	SLR12706600190CREAM	IPLEX - CREAM	[removed in MYOB] [removed in MYOB] [removed in MYOB] PRODUCT CODE - C3092.60CFW POLY SLEEVES P.O.R LD/LLD INC UV PTD - 1 COL X 1 SIDE - RANDOM REPEAT CREAM  (DN600) 1270mm X 6100mm X 190um 8 SHEETS PER ROLL	0	rolls	total_rolls	215	0	ROLL	1	c45c0f5e-eaeb-4ee2-845d-370e5aac60fe	4588b0c8-1267-4781-ba52-d77b806d7457
EP61070-B97C24	SHAPE FURNITURE (Hawa Dane PTY LTD)	2026-04-30	dispatched	HD15630	0	manufactured	7022	Transaction	PBR(800+300)120030RP	EMPIRE - PRINTED	"LD NAT POLY BAGS ON A ROLL  125 BAGS / ROLL PRINTED 1 COLOUR X 1 SIDE  "" ITS EASIER WITH EMPIRE OFFICE FURNITURE "" (800+300) X 1200 LONG X 30UM 36 ROLLS PER PALLET"	36	rolls	total_rolls	64	2304	ROLL	1	1ae7e771-7c6a-4464-9e47-8fbed7973197	b97c246e-8574-4d7a-8508-a74b4b555d1e
EP61079	IPLEX PIPELINES AUSTRALIA PTY LIMITED	2026-04-30	dispatched	331313	0	myob_import	3369	Transaction	SLR11006600190BLUE	IPLEX - BLUE	[removed in MYOB] [removed in MYOB] [removed in MYOB] PRODUCT CODE - C3092.45BFW POLY SLEEVES P.O.R LD/LLD INC UV PTD - 1 COL X 1 SIDE - RANDOM REPEAT BLUE  (DN450-500) 1100mm X 6100mm X 190um 10 SHEETS PER ROLL	0	rolls	total_rolls	204	0	ROLL	1	fa7f9a31-1636-46a2-b3c1-8caa7013ed6c	7e8e7bc4-9400-476c-9b35-7e9218188c19
EP61086	DEPARTMENT OF HEALTH QLD	2026-04-30	confirmed	4305537920	0	myob_import	3409	Transaction	- CTN	Use for Quotes	PB1140G147038BK 270415 - 270415: 240 LITRE BLACK POLYBAGS 1140 GUSSET X 1470MM X 38UM  100/CTN  $PER CTN.. (UOM = CTN)	15	cartons	units	74.65	1119.75	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	98a1e9c8-f258-44a4-bd37-7056759a9d0c
EP61087	GOLD COAST HOSPITAL AND HEALTH SERVICE	2026-04-30	dispatched	4305542120	0	resell	7282	Transaction	- CARTON	Use for Quotes	PB450G60030VPGW - PB450G60030VP L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 450 GUSSETT (300+150) X 600 X 30UM; 250/CTN; $/CTN	1	cartons	units	33.6	33.6	CTN	0	3e5982e7-70ea-46df-add9-a71624880db9	d1180c23-ce3e-4014-aa33-6072c2745a6a
EP61088	NOOSA HOSPITAL	2026-04-30	confirmed	4507441086	0	resell	3413	Transaction	- PACK	Use for Quotes	CABLETES - CABLE TIE 5 X 200MM	5	cartons	units	4.8	24	PACK	0	7ec597de-1417-416c-9d5b-b067f9c7c367	13620dcb-f69e-496e-b07b-c7352e39d952
EP61088-C5DC45	NOOSA HOSPITAL	2026-04-30	dispatched	4507441086	0	resell	7265	Transaction	- PACK	Use for Quotes	CABLETES - CABLE TIE 5 X 200MM	4	cartons	units	4.8	19.2	PACK	0	7ec597de-1417-416c-9d5b-b067f9c7c367	c5dc45c7-dcd1-4052-afab-f2e047011a6e
EP61089	RAMSAY CLINIC CALOUNDRA	2026-04-30	confirmed	4507441543	1	myob_import	3418	Transaction	- CTN	Use for Quotes	PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	2	cartons	units	54.2	108.4	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	2691240b-0fdc-44d5-8a36-16b69324faef
EP61089	RAMSAY CLINIC CALOUNDRA	2026-04-30	confirmed	4507441543	3	myob_import	3414	Transaction	- CTN	Use for Quotes	PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN (UOM = CTN)	2	cartons	units	70.5	141	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	2691240b-0fdc-44d5-8a36-16b69324faef
EP61089-2D3F14	NOOSA HOSPITAL	2026-04-30	confirmed	4507441086	0	resell	3767	Transaction	- PACK	Use for Quotes	CABLETES - CABLE TIE 5 X 200MM	1	cartons	units	4.8	4.8	PACK	0	7ec597de-1417-416c-9d5b-b067f9c7c367	2d3f1491-419a-474a-a425-195a4e8efece
EP61089-576A6D	RAMSAY CLINIC CALOUNDRA	2026-04-30	dispatched	4507441543	1	myob_import	7256	Transaction	- CTN	Use for Quotes	PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	2	cartons	units	54.2	108.4	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	576a6d3b-585c-43cd-956a-07822af472e4
EP61090	RAMSAY CLINIC CALOUNDRA	2026-04-30	confirmed	4507421458	0	myob_import	3765	Transaction	- CTN	Use for Quotes	PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN	2	cartons	units	70.5	141	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	3f409b64-4a0d-4707-9984-30482a357e93
EP61090-233B5D	SUNSHINE COAST HOSPITAL AND HEALTH SERVIC	2026-04-30	dispatched	4507437987	1	resell	7106	Transaction	- PACK	Use for Quotes	CABLETT - CABLE TIE 5MM X 200MM	20	cartons	units	4.8	96	PACK	0	7ec597de-1417-416c-9d5b-b067f9c7c367	233b5d97-00d2-4a80-b6f8-b2061500dc9f
EP61090-233B5D	SUNSHINE COAST HOSPITAL AND HEALTH SERVIC	2026-04-30	dispatched	4507437987	3	myob_import	7108	Transaction	- CTN	Use for Quotes	PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	26	cartons	units	27.1	704.6	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	233b5d97-00d2-4a80-b6f8-b2061500dc9f
EP61090-233B5D	SUNSHINE COAST HOSPITAL AND HEALTH SERVIC	2026-04-30	dispatched	4507437987	5	myob_import	7110	Transaction	- CTN	Use for Quotes	PB1000G120030(200) - CL12030  MD NATURAL POLY BAG 1000MM GUSSET(w) X 1200MM(l) X 30UM  200/CTN  $/CTN (UOM = CTN)	1	cartons	units	71.3	71.3	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	233b5d97-00d2-4a80-b6f8-b2061500dc9f
EP61090-677B6C	RAMSAY CLINIC CALOUNDRA	2026-04-30	confirmed	4507441543	0	myob_import	3763	Transaction	- CTN	Use for Quotes	PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN (UOM = CTN)	2	cartons	units	70.5	141	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	677b6c7d-e55a-4699-ac3e-f21e7502e767
EP61091	ST ANDREW'S HOSPITAL - TOO	2026-04-30	dispatched	SA094065	0	myob_import	3428	Transaction	- CTN	Use for Quotes	[removed in MYOB] [removed in MYOB] [removed in MYOB] PB450G60030VPGW - PB450G60030VP L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 450 GUSSETT (300+150) X 600 X 30UM; 250/CTN; $/CTN	0	cartons	units	47.85	0	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	5b6e363b-7be0-4349-9fd5-1584c341e9cd
EP61091	ST ANDREW'S HOSPITAL - TOO	2026-04-30	dispatched	SA094065	2	resell	7286	Transaction	FREIGHT Charge to Customer	FREIGHT CHARGED -	FREIGHT CHARGED	1	ea	units	60.5	60.5	UNIT	0	aa194528-898a-4b4e-a683-dfd0d14d6f5a	5b6e363b-7be0-4349-9fd5-1584c341e9cd
EP61092	NOOSA HOSPITAL	2026-04-30	dispatched	4507437301	1	myob_import	3436	Transaction	- CTN	Use for Quotes	[removed in MYOB] [removed in MYOB] [removed in MYOB] PB450G60030(CL20204) - CL20204: LD NATURAL POLYBAG 450 GUSSET X 600MM X 30UM  250  CTN  $PER CTN (UOM = CTN)	0	cartons	units	24	0	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	05f4c293-05f8-44df-90ad-deec03b95b4b
EP61092	NOOSA HOSPITAL	2026-04-30	dispatched	4507437301	2	myob_import	7270	Transaction	- CTN	Use for Quotes	PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	6	cartons	units	27.1	162.6	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	05f4c293-05f8-44df-90ad-deec03b95b4b
EP61092	NOOSA HOSPITAL	2026-04-30	dispatched	4507437301	3	myob_import	3440	Transaction	- CTN	Use for Quotes	[removed in MYOB] [removed in MYOB] [removed in MYOB] PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	0	cartons	units	27.1	0	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	05f4c293-05f8-44df-90ad-deec03b95b4b
EP61092	NOOSA HOSPITAL	2026-04-30	dispatched	4507437301	5	myob_import	3435	Transaction	- CTN	Use for Quotes	[removed in MYOB] [removed in MYOB] [removed in MYOB] PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN	0	cartons	units	70.5	0	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	05f4c293-05f8-44df-90ad-deec03b95b4b
EP61092	NOOSA HOSPITAL	2026-04-30	dispatched	4507437301	7	myob_import	3430	Transaction	- CTN	Use for Quotes	[removed in MYOB] [removed in MYOB] [removed in MYOB] PB770G95060YP (250) - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN	0	cartons	units	130.2	0	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	05f4c293-05f8-44df-90ad-deec03b95b4b
EP61093	NOOSA HOSPITAL	2026-04-30	confirmed	4507437301	0	myob_import	3772	Transaction	- CTN	Use for Quotes	PB450G60030(CL20204) - CL20204: LD NATURAL POLYBAG 450 GUSSET X 600MM X 30UM  250  CTN  $PER CTN (UOM = CTN)	1	cartons	units	24	24	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	f29a6150-3a9f-477e-b502-2601c26e2eed
EP61093	NOOSA HOSPITAL	2026-04-30	confirmed	4507437301	1	myob_import	3769	Transaction	- CTN	Use for Quotes	PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN	6	cartons	units	70.5	423	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	f29a6150-3a9f-477e-b502-2601c26e2eed
EP61093	NOOSA HOSPITAL	2026-04-30	confirmed	4507437301	2	myob_import	3770	Transaction	- CTN	Use for Quotes	PB770G95060YP (250) - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN	2	cartons	units	130.2	260.4	CTN	1	e30728e1-4cd2-4c95-827f-31d2834954b2	f29a6150-3a9f-477e-b502-2601c26e2eed
